Pearce Brook Houlton Maine,,,
2009,14.4,4,3
2010,10.2,10,1.2
2011,18.6,1,12
2012,12.5,8,1.5
2013,16.3,2,6
2014,13.5,5,2.4
2015,12.9,7,1.714285714
2016,14.5,3,4
2017,9.17,11,1.090909091
2018,11.2,9,1.333333333
2019,13.2,6,2
